mm/dd/yyyy hh:mm, year, month, day, hour, min, HFC-134a, flag, HCFC-22, flag, HCFC-141b, flag, HCFC-142b, flag, CH3Cl, flag, CH3Br, flag, H-1211, flag, H-1301, flag, HFC-152a, flag, CH2Cl2, flag, TCE, flag, PCE, flag, CFC-113, flag, CH3CCl3, flag, CHCl3, flag, SF6, flag, HFC-365mfc, flag, SO2F2, flag, HFC-125, flag, HFC-23, flag, PFC-116, flag, PFC-218, flag, PFC-14, flag, HFC-227ea, flag, HFC-245fa, flag, HFC-236fa, flag, CFC-115, flag, CFC-114, flag, HFC4310mee, flag, NF3, flag, CFC-11, flag, CFC-12, flag, CCl4, flag, HFC-32, flag, HFC-143a, flag, H-2402, flag, CFC-13, flag
10/30/1994 03:18,1994,10,30,3,18,1.552, , , , , ,7.259, , , , , ,3.26, , , ,1.376, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
10/30/1994 09:20,1994,10,30,9,20,1.701, , , , , ,7.397, , , , , ,3.33, , , ,1.551, P, , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
10/30/1994 15:23,1994,10,30,15,23,1.542, , , , , ,7.465, , , , , ,3.26, , , ,1.315, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
10/30/1994 21:25,1994,10,30,21,25,1.801, P, , , , ,7.868, , , , , ,3.32, , , ,1.653, P, , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
10/31/1994 03:27,1994,10,31,3,27,1.682, , , , , ,8.103, , , , , ,3.32, , , ,1.715, P, , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/02/1994 15:23,1994,11,2,15,23,1.522, , , , , ,7.338, , , , , ,3.28, , , ,1.191, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/02/1994 21:30,1994,11,2,21,30,1.572, , , , , ,7.407, , , , , ,3.42, , , ,1.325, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/03/1994 03:34,1994,11,3,3,34,1.632, , , , , ,7.377, , , , , ,4.76, P, , ,1.407, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/03/1994 09:38,1994,11,3,9,38,1.542, , , , , ,7.289, , , , , ,3.54, P, , ,1.438, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/03/1994 15:42,1994,11,3,15,42,1.552, , , ,5.276, P,7.308, , , , , ,3.52, , , ,1.243, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/03/1994 21:46,1994,11,3,21,46,1.463, , , , , ,7.161, , , , , ,3.17, , , ,1.161, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/04/1994 03:50,1994,11,4,3,50,1.98, P, , , , ,8.437, P, , , , ,3.34, , , ,2.331, P, , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/04/1994 17:19,1994,11,4,17,19,1.751, P, , ,5.196, P,7.976, P, , , , ,3.32, , , ,1.571, P, , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/04/1994 23:23,1994,11,4,23,23,1.811, P, , ,5.196, P,7.917, P, , , , ,3.25, , , ,1.674, P, , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/05/1994 05:27,1994,11,5,5,27,1.672, , , ,5.145, P,8.074, P, , , , ,3.31, , , ,1.499, P, , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/07/1994 22:33,1994,11,7,22,33,2.129, P, , ,7.442, P,8.574, P, , , , ,3.36, , , ,2.054, P, , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/08/1994 04:38,1994,11,8,4,38,1.682, , , ,5.175, P,7.691, , , , , ,4.22, P, , ,1.407, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/08/1994 10:42,1994,11,8,10,42,1.582, , , ,4.824, P,7.711, , , , , ,4.25, P, , ,1.243, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/08/1994 16:46,1994,11,8,16,46,1.532, , , ,4.243, ,7.289, , , , , ,3.32, , , ,1.263, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/08/1994 22:50,1994,11,8,22,50,1.562, , , ,4.393, ,7.259, , , , , ,3.29, , , ,1.171, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/09/1994 04:54,1994,11,9,4,54,1.493, , , ,4.453, ,7.142, , , , , ,3.4, , , ,1.222, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/09/1994 10:59,1994,11,9,10,59,1.532, , , ,4.483, ,6.916, , , , , ,3.32, , , ,1.263, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/09/1994 17:03,1994,11,9,17,3,1.483, , , ,7.803, P,8.152, P, , , , ,3.46, , , ,1.222, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/09/1994 23:07,1994,11,9,23,7,1.483, , , ,8.566, P,10.948, P, , , , ,3.5, P, , ,1.161, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/10/1994 05:11,1994,11,10,5,11,1.672, , , ,7.382, P,10.968, P, , , , ,3.72, P, , ,1.263, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/10/1994 11:15,1994,11,10,11,15,1.771, P, , ,7.482, P,10.261, P, , , , ,3.7, P, , ,1.294, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/10/1994 17:20,1994,11,10,17,20,1.483, , , ,4.514, ,6.945, , , , , ,3.39, , , ,1.161, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/10/1994 23:24,1994,11,10,23,24,1.522, , , ,4.193, ,7.112, , , , , ,3.48, , , ,1.191, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/11/1994 05:28,1994,11,11,5,28,1.552, , , ,5.145, P,8.034, P, , , , ,3.47, , , ,1.222, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/11/1994 11:32,1994,11,11,11,32,1.572, , , ,5.938, P,9.261, P, , , , ,3.64, P, , ,1.171, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/11/1994 17:36,1994,11,11,17,36,1.493, , , ,4.895, P,7.289, , , , , ,3.52, , , ,1.171, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/11/1994 23:41,1994,11,11,23,41,1.582, , , ,4.614, ,7.289, , , , , ,3.53, , , ,1.202, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/12/1994 05:45,1994,11,12,5,45,1.532, , , ,4.303, ,7.151, , , , , ,3.55, , , ,1.202, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/12/1994 11:49,1994,11,12,11,49,1.493, , , ,4.193, ,7.112, , , , , ,3.46, , , ,1.202, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/12/1994 17:53,1994,11,12,17,53,1.612, , , ,4.684, ,7.495, , , , , ,3.5, , , ,1.376, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/12/1994 23:57,1994,11,12,23,57,1.692, , , ,4.584, ,7.77, , , , , ,3.66, P, , ,1.438, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/13/1994 06:01,1994,11,13,6,1,1.532, , , ,4.734, P,7.318, , , , , ,3.63, P, , ,1.386, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/13/1994 12:06,1994,11,13,12,6,1.741, , , ,4.744, P,7.701, , , , , ,3.39, , , ,1.643, P, , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/13/1994 18:10,1994,11,13,18,10, , , , , , , , , , , , , , , , , , , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/24/1994 17:55,1994,11,24,17,55,1.692, , , ,8.405, P,9.565, P, , , , ,4.65, P, , ,1.109, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/24/1994 23:59,1994,11,24,23,59,1.761, , , ,5.466, P,7.828, P, , , , ,4.26, P, , ,1.037, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/25/1994 06:04,1994,11,25,6,4,1.642, , , ,4.363, ,6.877, , , , , ,3.56, P, , ,1.027, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/25/1994 12:08,1994,11,25,12,8,1.95, P, , ,6.058, P,7.269, , , , , ,3.75, P, , ,1.027, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/25/1994 18:12,1994,11,25,18,12,1.761, , , ,5.105, P,7.22, , , , , ,3.57, P, , ,0.996, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/26/1994 00:16,1994,11,26,0,16,1.811, P, , ,5.386, P,7.495, , , , , ,4.03, P, , ,1.037, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/26/1994 06:20,1994,11,26,6,20,1.572, , , ,5.115, P,7.142, , , , , ,4.12, P, , ,1.006, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/26/1994 12:24,1994,11,26,12,24,1.423, , , ,5.045, P,6.945, , , , , ,3.78, P, , ,0.996, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/26/1994 18:28,1994,11,26,18,28,1.443, , , ,4.734, P,7.004, , , , , ,3.98, P, , ,0.965, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/27/1994 00:32,1994,11,27,0,32,1.542, , , ,5.095, P,8.152, P, , , , ,3.83, P, , ,1.017, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/27/1994 06:36,1994,11,27,6,36,1.602, , , ,4.413, ,7.299, , , , , ,4.02, P, , ,1.366, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/27/1994 12:40,1994,11,27,12,40,1.542, , , ,4.223, ,6.965, , , , , ,3.52, , , ,1.181, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/27/1994 18:44,1994,11,27,18,44,1.483, , , ,4.142, ,6.926, , , , , ,4.02, P, , ,1.099, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/28/1994 00:48,1994,11,28,0,48,1.572, , , ,4.824, P,7.662, , , , , ,3.85, P, , ,1.304, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/28/1994 06:52,1994,11,28,6,52,1.562, , , ,4.273, ,6.906, , , , , ,3.33, , , ,1.222, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/28/1994 12:56,1994,11,28,12,56,1.562, , , ,4.303, ,7.034, , , , , ,3.58, P, , ,1.171, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/28/1994 19:01,1994,11,28,19,1,1.542, , , ,3.962, ,6.955, , , , , ,3.61, P, , ,1.263, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
11/29/1994 01:05,1994,11,29,1,5,1.592, , , ,4.162, ,7.426, , , , , ,3.79, P, , ,1.304, , , , , , , ,-99.99, ,-99.99, , , ,-99.99, , , ,-99.99, , , ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, ,-99.99, 
